driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
2196,Kia Optima,2008,581,44.0,11,Spanish,5.0,1262.37,1,39,0,0,A class
1386,Chevrolet Malibu,2010,659,65.0,17,Russian,4.58,885.96,6,33,1,0,A class
1632,Chevrolet Malibu,2014,476,44.0,21,no,5.0,1419.92,1,39,0,0,A class
2096,Chevrolet Malibu,2007,117,36.0,14,no,4.17,361.08,4,13,2,1,B class
2179,Honda Accord,2010,725,,15,French,4.03,400.11,2,31,5,2,B class
1804,Ford Fusion,2010,103,27.0,6,no,4.53,889.37,1,23,2,0,A class
1796,Ford Fusion,2005,542,28.0,2,Spanish,4.38,694.61,5,23,1,1,B class
2785,Kia Optima,2021,671,58.0,3,no,3.94,69.78,4,21,2,1,B class
1375,Chevrolet Malibu,2009,350,62.0,7,no,4.04,765.45,1,28,2,2,B class
1540,Ford Fusion,2016,536,65.0,11,no,4.42,806.11,6,23,0,1,B class
208,Honda Accord,2014,724,56.0,8,no,4.7,776.63,3,65,1,0,A class
1855,Chevrolet Malibu,2017,169,25.0,5,French,3.74,215.55,2,17,1,2,B class
2909,Toyota Camry,2009,224,35.0,15,no,4.6,778.42,4,34,1,0,A class
1280,Honda Accord,2005,454,55.0,21,no,5.0,1365.81,1,55,1,1,A class
882,Hyundai Sonata,2017,239,67.0,1,no,4.15,551.5,8,10,2,1,B class
144,Chevrolet Malibu,2021,712,58.0,19,no,4.48,868.82,2,51,0,0,A class
250,Honda Accord,2016,845,58.0,24,Arabic,4.37,557.58,1,29,2,1,B class
1806,Toyota Camry,2015,64,67.0,20,no,4.17,711.68,2,22,0,2,B class
2680,Ford Fusion,2013,425,32.0,2,Russian,4.95,1014.33,0,40,2,0,A class
2103,Ford Fusion,2010,427,46.0,8,no,4.04,481.92,2,26,2,0,B class
2832,Toyota Camry,2016,816,30.0,10,no,4.0,531.4,4,23,1,0,B class
2472,Hyundai Sonata,2009,343,51.0,1,French,4.8,930.63,1,21,0,1,A class
1592,Toyota Camry,2019,166,44.0,13,no,4.16,723.97,0,44,2,3,B class
2226,Honda Accord,2020,250,62.0,23,Arabic,4.35,571.15,6,21,0,1,B class
1759,Chevrolet Malibu,2021,357,25.0,5,no,3.74,372.91,5,18,4,3,B class
2370,Toyota Camry,2010,258,53.0,19,Portuguese,4.64,738.23,6,33,0,0,A class
2567,Ford Fusion,2008,520,59.0,23,no,4.54,639.22,3,30,3,1,A class
1628,Chevrolet Malibu,2022,756,52.0,24,Spanish,4.92,1284.47,4,40,3,0,A class
1129,Nissan Altima,2018,734,66.0,19,Mandarin,5.0,1136.81,0,50,1,0,A class
1954,Honda Accord,2012,428,,21,Portuguese,5.0,967.62,1,27,2,0,A class
2210,Honda Accord,2006,275,32.0,1,no,4.61,700.76,4,32,0,1,A class
1410,Hyundai Sonata,2005,564,31.0,0,no,4.36,836.07,7,58,1,2,A class
1986,Nissan Altima,2014,348,66.0,12,no,4.15,747.45,2,33,4,0,B class
766,Kia Optima,2022,136,65.0,11,no,4.18,479.93,1,20,1,0,B class
2037,Kia Optima,2021,203,64.0,7,no,4.43,653.41,1,38,2,0,B class
147,Hyundai Sonata,2006,55,34.0,14,no,4.49,689.08,1,34,0,1,A class
1134,Ford Fusion,2010,117,45.0,10,no,4.29,809.19,1,22,0,0,A class
2003,Chevrolet Malibu,2014,814,55.0,12,no,4.42,708.22,3,32,0,0,A class
2016,Kia Optima,2019,337,40.0,13,no,5.0,1040.69,2,45,0,0,A class
1636,Kia Optima,2014,716,29.0,9,no,4.77,1006.01,4,41,3,0,A class
2849,Chevrolet Malibu,2013,636,38.0,5,no,4.26,646.86,3,35,0,0,A class
1222,Honda Accord,2016,71,67.0,14,Spanish,4.08,315.46,5,25,2,2,B class
1304,Honda Accord,2014,77,51.0,16,no,4.25,905.23,3,19,0,0,A class
1777,Toyota Camry,2015,616,31.0,3,no,4.43,789.16,1,39,0,0,A class
322,Kia Optima,2019,483,,4,no,4.15,635.06,4,7,1,1,B class
112,Ford Fusion,2014,58,49.0,1,no,4.32,427.95,4,19,0,1,B class
589,Kia Optima,2006,275,21.0,1,no,4.29,469.31,5,30,2,0,B class
1433,Toyota Camry,2018,454,37.0,10,no,4.57,634.83,1,33,1,0,A class
2093,Nissan Altima,2021,301,61.0,16,no,4.56,828.12,2,36,1,2,A class
137,Toyota Camry,2012,680,49.0,15,Portuguese,4.68,861.43,0,33,0,0,A class
2693,Chevrolet Malibu,2005,396,,0,Arabic,4.47,691.68,2,22,1,0,B class
654,Hyundai Sonata,2005,189,66.0,13,no,4.52,662.33,2,25,0,0,B class
1869,Chevrolet Malibu,2014,97,65.0,20,no,4.54,846.72,5,49,2,1,A class
1630,Honda Accord,2008,360,22.0,2,no,4.54,879.2,3,34,1,1,A class
1048,Hyundai Sonata,2022,275,29.0,0,Mandarin,4.35,683.04,3,25,2,0,B class
2125,Toyota Camry,2018,596,61.0,23,French,4.46,677.0,6,22,0,0,A class
931,Ford Fusion,2012,19,30.0,7,no,3.66,365.64,4,25,1,2,B class
221,Hyundai Sonata,2016,686,30.0,10,Mandarin,4.41,833.46,3,24,2,1,A class
928,Ford Fusion,2005,67,55.0,11,Arabic,4.56,919.5,1,29,0,0,A class
2069,Chevrolet Malibu,2007,555,42.0,18,Spanish,4.79,1119.16,1,37,4,0,A class
1871,Honda Accord,2020,695,46.0,15,no,4.44,537.6,4,25,1,0,B class
2619,Toyota Camry,2019,394,45.0,16,no,3.5,99.13,4,7,1,1,B class
2142,Ford Fusion,2009,404,63.0,5,no,4.47,796.27,2,41,0,2,A class
534,Ford Fusion,2021,799,66.0,2,no,4.67,968.36,1,20,1,1,A class
1365,Ford Fusion,2019,231,60.0,20,no,4.83,818.7,2,44,0,1,A class
607,Chevrolet Malibu,2015,898,,4,Mandarin,4.65,583.42,2,31,4,0,A class
75,Nissan Altima,2016,383,39.0,8,no,4.58,800.47,4,33,1,0,A class
1479,Nissan Altima,2017,814,28.0,8,Portuguese,4.66,858.72,3,24,0,2,A class
2117,Ford Fusion,2022,392,51.0,19,no,4.41,438.0,4,43,4,1,B class
1323,Nissan Altima,2005,306,21.0,1,Spanish,4.68,871.97,1,16,0,0,A class
1927,Honda Accord,2012,642,66.0,1,no,4.28,758.15,2,32,2,1,A class
114,Chevrolet Malibu,2015,890,38.0,18,no,4.26,722.61,4,28,2,0,B class
987,Nissan Altima,2010,706,67.0,20,French,3.78,282.78,5,11,2,0,B class
1893,Chevrolet Malibu,2015,629,47.0,1,no,4.31,429.17,6,16,1,0,B class
1435,Nissan Altima,2007,271,28.0,4,Spanish,4.6,515.23,4,51,2,0,B class
223,Kia Optima,2012,843,44.0,21,French,4.23,788.74,4,32,2,2,B class
519,Kia Optima,2012,705,66.0,23,no,4.33,652.48,4,35,3,0,B class
1120,Honda Accord,2005,878,42.0,14,Spanish,4.06,516.36,4,22,1,1,B class
36,Hyundai Sonata,2006,608,67.0,6,Mandarin,4.03,520.27,3,18,2,1,B class
831,Chevrolet Malibu,2007,22,60.0,21,no,4.24,612.95,1,50,4,1,B class
1816,Ford Fusion,2007,103,59.0,3,no,4.39,504.49,1,26,1,1,B class
2111,Honda Accord,2010,75,46.0,0,Mandarin,4.71,884.66,2,52,5,1,A class
348,Chevrolet Malibu,2022,14,31.0,11,Mandarin,5.0,1008.13,1,51,1,0,A class
168,Toyota Camry,2015,709,59.0,18,no,4.85,868.25,2,41,1,1,A class
2795,Honda Accord,2016,314,35.0,15,no,3.98,486.08,2,15,1,0,B class
117,Honda Accord,2021,380,56.0,7,Spanish,4.69,677.69,3,25,0,0,A class
531,Chevrolet Malibu,2020,197,67.0,24,Spanish,4.33,729.87,1,42,2,1,A class
2494,Nissan Altima,2016,605,47.0,5,no,4.12,214.2,6,21,1,0,B class
321,Hyundai Sonata,2015,634,57.0,5,no,4.12,271.91,3,22,1,3,B class
1029,Toyota Camry,2022,35,57.0,5,no,4.7,740.44,2,40,0,1,A class
474,Hyundai Sonata,2013,217,,21,no,4.43,700.66,2,35,2,0,A class
2262,Chevrolet Malibu,2008,133,35.0,15,no,5.0,1070.38,0,48,2,0,A class
2191,Hyundai Sonata,2011,187,24.0,4,no,4.07,464.05,7,8,0,1,B class
2857,Chevrolet Malibu,2011,380,28.0,8,Spanish,4.43,985.95,1,27,0,1,A class
2522,Hyundai Sonata,2013,617,32.0,7,no,4.3,472.98,3,16,1,0,B class
2792,Nissan Altima,2014,422,30.0,10,Spanish,4.85,980.05,2,22,1,0,A class
1602,Honda Accord,2022,225,58.0,18,Russian,4.69,707.23,2,33,1,0,A class
228,Honda Accord,2008,455,47.0,0,Arabic,5.0,1243.75,1,66,1,0,A class
1580,Honda Accord,2014,285,,7,no,4.47,785.54,4,29,1,0,A class
1026,Nissan Altima,2008,673,62.0,8,French,4.44,754.52,2,39,1,1,A class
2629,Hyundai Sonata,2016,712,52.0,10,no,4.44,716.8,4,32,4,0,B class
2355,Nissan Altima,2008,535,53.0,0,Spanish,3.65,0.0,6,15,1,0,B class
82,Honda Accord,2022,375,39.0,3,no,3.75,517.82,6,30,2,0,B class
1468,Chevrolet Malibu,2006,777,42.0,21,no,4.18,615.43,5,43,1,0,A class
1687,Nissan Altima,2014,13,54.0,23,no,4.36,591.88,2,31,0,3,B class
669,Nissan Altima,2015,467,22.0,0,Mandarin,4.2,513.69,4,28,0,1,B class
63,Hyundai Sonata,2021,818,50.0,18,Arabic,4.68,704.37,4,30,1,2,A class
850,Chevrolet Malibu,2006,712,27.0,4,no,4.53,733.17,5,21,1,0,B class
2969,Toyota Camry,2022,435,28.0,8,Spanish,4.88,775.74,1,49,0,0,A class
1978,Hyundai Sonata,2020,780,39.0,4,no,4.46,607.79,7,33,5,0,A class
2364,Toyota Camry,2017,253,21.0,1,no,4.55,964.04,2,27,1,0,A class
516,Honda Accord,2019,440,46.0,8,Spanish,4.27,765.75,6,27,0,0,B class
1355,Hyundai Sonata,2018,558,54.0,24,French,5.0,1051.82,2,60,0,0,A class
110,Kia Optima,2017,377,36.0,9,no,4.5,553.94,2,26,1,0,B class
2090,Ford Fusion,2014,781,28.0,8,no,4.76,882.82,2,32,0,0,A class
1980,Kia Optima,2018,803,42.0,22,Mandarin,4.86,1071.28,0,54,2,0,A class
2702,Nissan Altima,2015,791,61.0,8,no,4.49,708.31,1,20,0,0,B class
2833,Toyota Camry,2019,340,55.0,18,no,4.6,606.09,6,32,0,1,A class
1126,Nissan Altima,2020,510,30.0,10,no,4.67,596.81,5,31,2,2,B class
1089,Nissan Altima,2006,661,57.0,23,Spanish,4.23,648.99,5,21,0,1,B class
312,Hyundai Sonata,2006,711,53.0,4,no,5.0,1012.24,5,51,3,1,A class
2681,Kia Optima,2005,354,57.0,23,Arabic,4.82,757.18,2,28,0,0,A class
20,Hyundai Sonata,2016,547,42.0,22,no,4.14,490.33,2,29,2,1,B class
358,Ford Fusion,2011,161,,9,Spanish,4.15,696.5,2,22,1,0,B class
361,Chevrolet Malibu,2013,112,,15,no,4.31,387.09,6,18,2,0,B class
2757,Hyundai Sonata,2008,79,50.0,11,Spanish,4.63,674.15,2,45,1,1,A class
2056,Honda Accord,2022,337,41.0,3,Spanish,4.38,631.13,2,38,0,0,A class
2724,Nissan Altima,2013,564,54.0,16,Spanish,4.8,637.8,5,56,1,0,A class
393,Honda Accord,2014,420,62.0,3,no,4.24,723.91,4,24,0,0,B class
2343,Honda Accord,2009,64,35.0,15,no,4.45,665.81,5,32,0,0,A class
2760,Nissan Altima,2005,136,65.0,16,no,3.94,619.73,2,34,1,1,B class
1848,Chevrolet Malibu,2006,490,,16,no,4.8,802.75,3,45,1,0,B class
658,Ford Fusion,2012,843,54.0,24,no,4.41,627.51,4,23,3,1,B class
1247,Chevrolet Malibu,2009,571,57.0,6,French,4.43,791.77,2,23,1,0,A class
2756,Toyota Camry,2014,398,46.0,1,French,4.3,804.69,2,22,0,0,B class
2646,Chevrolet Malibu,2008,780,59.0,4,no,4.74,835.1,5,51,1,1,A class
1850,Nissan Altima,2014,293,,9,no,4.42,742.29,1,29,1,0,B class
2165,Kia Optima,2020,4,26.0,6,no,3.49,136.61,5,11,1,4,B class
1875,Hyundai Sonata,2007,739,42.0,19,Spanish,4.66,1062.85,3,34,0,0,A class
2089,Ford Fusion,2019,263,38.0,6,Spanish,4.08,639.14,6,25,2,1,B class
2860,Kia Optima,2020,252,26.0,1,no,4.29,418.12,2,26,3,0,B class
371,Ford Fusion,2006,173,,8,no,4.51,910.72,4,25,2,2,A class
1643,Ford Fusion,2014,463,38.0,18,no,4.48,972.14,2,38,2,1,A class
314,Toyota Camry,2005,839,67.0,14,no,5.0,1271.88,1,76,1,0,A class
2517,Hyundai Sonata,2020,254,30.0,9,Mandarin,4.28,694.85,3,23,2,1,B class
1716,Nissan Altima,2021,52,51.0,9,French,4.94,1013.63,0,40,2,1,A class
594,Chevrolet Malibu,2012,794,66.0,4,no,3.96,532.27,3,22,2,1,B class
971,Kia Optima,2005,189,,2,no,4.35,540.36,2,15,1,0,B class
203,Kia Optima,2020,120,25.0,3,French,4.17,397.82,7,14,2,2,B class
1931,Chevrolet Malibu,2011,796,53.0,3,no,4.72,729.16,3,33,1,0,A class
2256,Ford Fusion,2013,2,53.0,6,no,4.5,537.7,3,27,0,0,A class
1789,Kia Optima,2007,657,59.0,23,no,4.65,846.45,3,44,0,1,A class
1603,Kia Optima,2020,300,39.0,12,Portuguese,4.82,849.82,4,34,2,0,A class
2665,Kia Optima,2010,351,29.0,9,no,4.42,693.33,5,28,1,2,A class
439,Toyota Camry,2006,338,24.0,4,no,4.47,801.06,2,36,2,1,A class
327,Ford Fusion,2022,769,48.0,4,no,4.03,362.85,5,10,0,1,B class
2020,Nissan Altima,2006,149,32.0,12,no,4.11,372.29,5,20,2,1,B class
2146,Hyundai Sonata,2014,527,22.0,2,no,4.43,747.31,6,16,1,1,A class
388,Ford Fusion,2020,518,52.0,10,no,5.0,1153.9,1,57,1,0,A class
1042,Ford Fusion,2011,214,39.0,10,Mandarin,4.53,436.81,0,24,2,0,A class
2953,Honda Accord,2018,266,47.0,8,French,4.56,717.13,4,19,1,0,A class
1188,Hyundai Sonata,2007,848,49.0,21,French,4.04,809.17,2,10,1,0,B class
282,Kia Optima,2008,388,47.0,5,no,4.77,885.89,1,29,2,0,A class
2247,Nissan Altima,2021,541,34.0,13,Spanish,4.66,810.33,2,17,2,0,A class
352,Hyundai Sonata,2022,499,31.0,4,Arabic,4.65,644.92,2,28,0,0,B class
1356,Nissan Altima,2020,576,63.0,21,Russian,4.31,953.23,4,45,0,0,A class
43,Nissan Altima,2013,833,41.0,17,no,4.36,758.05,3,31,1,2,B class
2417,Honda Accord,2011,54,53.0,3,no,4.19,543.73,3,31,1,3,B class
102,Kia Optima,2015,397,66.0,2,no,4.2,440.16,2,17,2,0,B class
2672,Hyundai Sonata,2009,69,30.0,10,Portuguese,5.0,1114.52,0,41,0,1,A class
2935,Honda Accord,2007,50,53.0,7,Russian,4.63,688.2,3,30,0,0,A class
447,Chevrolet Malibu,2020,110,58.0,21,no,4.91,947.82,3,27,0,0,A class
2237,Kia Optima,2010,322,53.0,21,Mandarin,4.86,1065.04,4,32,0,0,A class
1274,Chevrolet Malibu,2009,577,22.0,2,no,4.74,1099.77,2,39,0,3,A class
135,Hyundai Sonata,2018,438,22.0,2,Arabic,4.72,900.76,4,39,2,0,A class
575,Honda Accord,2013,834,,20,Portuguese,4.05,371.5,5,14,0,0,B class
877,Chevrolet Malibu,2012,845,48.0,16,no,4.3,559.6,2,25,2,0,B class
1482,Hyundai Sonata,2020,639,,9,no,4.92,1114.04,1,47,0,0,A class
857,Toyota Camry,2015,588,23.0,3,no,3.85,640.96,4,20,1,2,B class
129,Ford Fusion,2008,389,26.0,0,no,4.5,774.61,3,33,0,0,A class
748,Honda Accord,2015,684,48.0,7,no,4.6,747.27,2,15,0,1,A class
573,Ford Fusion,2006,255,62.0,5,no,4.81,793.0,2,20,1,0,A class
2486,Toyota Camry,2019,76,,11,no,4.62,707.58,4,20,1,1,B class
2684,Toyota Camry,2014,303,39.0,12,no,4.24,320.34,4,13,0,1,B class
876,Ford Fusion,2016,814,65.0,4,no,4.74,500.61,2,33,1,1,A class
104,Kia Optima,2012,448,,1,no,3.68,261.7,3,11,0,2,B class
2294,Kia Optima,2019,684,53.0,1,no,4.77,1087.62,1,34,0,0,A class
411,Hyundai Sonata,2011,117,34.0,2,Spanish,4.07,508.04,3,14,3,1,B class
1972,Nissan Altima,2007,618,67.0,4,no,3.93,699.47,3,17,1,0,B class
1179,Honda Accord,2012,76,60.0,2,no,3.72,229.33,3,17,4,1,B class
1781,Nissan Altima,2017,401,64.0,14,Mandarin,4.3,600.68,2,27,0,0,A class
605,Toyota Camry,2006,516,58.0,19,no,4.4,943.43,4,47,0,0,A class
2859,Nissan Altima,2008,519,64.0,7,no,4.44,516.46,3,34,4,1,B class
2789,Honda Accord,2020,493,50.0,15,no,4.74,857.21,5,47,2,0,A class
2363,Ford Fusion,2012,434,35.0,9,no,4.41,592.9,1,51,1,2,A class
1434,Nissan Altima,2022,376,32.0,12,no,3.73,473.16,6,22,3,2,B class
385,Chevrolet Malibu,2015,483,63.0,4,no,4.79,1011.51,2,33,1,1,A class
1916,Nissan Altima,2008,834,36.0,5,French,4.44,613.82,2,29,1,2,B class
57,Ford Fusion,2013,594,24.0,4,no,4.31,575.1,4,7,0,0,B class
712,Nissan Altima,2022,629,52.0,4,no,4.48,357.42,4,24,1,1,B class
325,Kia Optima,2006,658,,4,no,4.31,246.63,1,19,1,0,B class
79,Honda Accord,2007,213,36.0,5,no,4.47,689.38,4,26,0,0,A class
541,Toyota Camry,2016,819,22.0,2,Mandarin,4.29,649.77,4,29,2,0,B class
356,Honda Accord,2008,71,25.0,5,no,4.27,438.08,3,14,3,1,B class
360,Kia Optima,2006,224,45.0,13,no,3.92,391.45,1,22,0,3,B class
1019,Chevrolet Malibu,2021,794,39.0,2,Spanish,4.07,501.59,0,17,0,0,B class
2610,Toyota Camry,2008,69,61.0,22,Spanish,4.7,916.17,4,37,1,0,A class
2946,Chevrolet Malibu,2006,587,31.0,1,no,5.0,1195.28,2,42,0,0,A class
916,Toyota Camry,2017,223,56.0,1,Mandarin,4.51,573.0,0,40,2,1,A class
308,Kia Optima,2017,647,67.0,10,no,4.32,693.83,0,33,0,0,B class
1414,Honda Accord,2010,99,21.0,1,no,4.19,568.59,1,19,0,0,B class
814,Hyundai Sonata,2014,88,47.0,1,Spanish,3.92,353.62,7,13,1,0,B class
2777,Toyota Camry,2012,766,38.0,6,no,3.98,523.25,7,24,3,0,B class
1609,Hyundai Sonata,2018,312,,2,Spanish,4.59,613.73,1,19,1,1,A class
1406,Honda Accord,2007,599,27.0,7,Spanish,3.79,266.22,6,7,0,0,B class
1539,Honda Accord,2008,328,55.0,16,no,4.75,822.98,1,38,1,0,A class
883,Kia Optima,2018,800,62.0,21,French,3.52,200.16,7,15,1,1,B class
699,Kia Optima,2021,587,45.0,0,French,4.48,629.1,3,33,1,0,A class
1765,Hyundai Sonata,2006,404,52.0,8,no,4.57,558.58,1,23,2,0,B class
4,Toyota Camry,2017,671,65.0,9,no,4.2,335.35,2,20,0,0,B class
216,Toyota Camry,2019,420,54.0,11,no,4.29,610.29,2,10,0,0,A class
977,Nissan Altima,2019,475,29.0,9,Mandarin,5.0,1005.44,1,54,1,1,A class
99,Nissan Altima,2015,842,42.0,22,no,4.46,896.04,2,38,1,1,A class
1581,Nissan Altima,2014,203,42.0,19,no,3.7,534.18,6,12,2,1,B class
1937,Chevrolet Malibu,2007,631,66.0,4,no,4.55,877.38,5,27,0,0,A class
2671,Ford Fusion,2006,368,51.0,21,no,5.0,894.36,1,53,1,1,A class
1371,Honda Accord,2020,19,,19,Mandarin,4.5,963.86,1,29,0,0,A class
2561,Honda Accord,2011,595,27.0,5,Spanish,4.64,691.68,1,19,1,0,B class
2580,Nissan Altima,2010,678,57.0,9,Mandarin,3.96,517.74,2,13,3,0,B class
1192,Hyundai Sonata,2013,809,54.0,14,no,4.13,510.74,5,28,0,0,B class
1766,Honda Accord,2006,607,50.0,14,French,4.48,663.81,3,22,0,0,A class
1958,Kia Optima,2020,4,,14,no,4.92,864.04,3,21,0,0,A class
701,Honda Accord,2008,70,44.0,15,no,4.34,805.4,4,31,0,0,A class
456,Nissan Altima,2015,26,52.0,15,no,4.37,735.0,4,35,3,1,B class
2365,Honda Accord,2014,435,63.0,10,Mandarin,4.4,874.89,4,33,1,0,A class
2216,Honda Accord,2012,364,29.0,9,no,4.44,513.02,1,31,4,0,B class
522,Hyundai Sonata,2010,498,57.0,0,no,4.27,664.81,3,37,1,0,B class
1261,Hyundai Sonata,2013,24,48.0,8,Portuguese,4.25,696.54,1,24,2,0,A class
1894,Kia Optima,2005,255,53.0,18,Spanish,4.15,348.27,2,21,2,1,B class
1038,Hyundai Sonata,2005,200,,8,no,4.17,744.05,8,31,3,1,B class
390,Honda Accord,2010,746,26.0,6,no,3.65,125.56,3,8,2,1,B class
952,Ford Fusion,2006,698,,6,Russian,4.63,1015.61,1,50,1,1,A class
412,Honda Accord,2019,237,50.0,16,no,4.25,411.55,2,30,0,0,B class
1734,Honda Accord,2019,791,52.0,14,French,4.81,977.19,3,37,3,0,A class
1596,Honda Accord,2007,798,46.0,15,no,4.58,1023.55,2,36,1,0,A class
1302,Nissan Altima,2015,129,,2,no,4.1,531.25,3,15,1,0,B class
2548,Chevrolet Malibu,2006,504,25.0,5,no,4.25,283.17,2,25,2,0,B class
1297,Hyundai Sonata,2016,399,34.0,14,no,4.47,625.07,3,27,2,1,B class
1515,Hyundai Sonata,2014,128,61.0,7,no,4.51,797.99,1,27,0,0,B class
1269,Hyundai Sonata,2010,593,52.0,18,Mandarin,4.82,689.5,2,33,0,1,A class
2325,Nissan Altima,2011,113,64.0,7,no,4.82,802.12,5,31,0,0,A class
1973,Ford Fusion,2005,468,32.0,9,Spanish,4.51,924.6,4,39,1,0,A class
1991,Toyota Camry,2014,739,38.0,11,no,4.26,904.73,4,41,4,0,B class
1022,Chevrolet Malibu,2020,736,65.0,12,Russian,4.03,537.81,2,19,1,0,B class
502,Hyundai Sonata,2020,567,54.0,19,Spanish,4.67,993.74,4,34,2,1,A class
2830,Toyota Camry,2006,793,64.0,13,no,4.19,421.18,2,23,2,0,B class
759,Kia Optima,2016,253,39.0,13,Spanish,4.68,820.19,3,27,0,0,A class
2208,Kia Optima,2013,859,,10,Spanish,4.88,1037.7,4,39,0,0,A class
429,Ford Fusion,2010,845,45.0,22,Arabic,4.29,522.4,4,13,1,0,B class
1546,Nissan Altima,2005,794,58.0,16,no,4.61,777.7,3,27,1,1,A class
1318,Nissan Altima,2008,713,23.0,3,Arabic,4.36,488.45,6,36,1,1,A class
1137,Hyundai Sonata,2009,23,37.0,5,no,4.57,919.19,3,22,0,0,A class
74,Ford Fusion,2014,470,38.0,18,no,4.56,671.72,2,41,1,0,A class
26,Nissan Altima,2010,645,26.0,5,French,3.96,60.52,3,9,2,0,B class
1345,Toyota Camry,2013,602,33.0,0,Portuguese,5.0,996.89,2,35,0,0,A class
2481,Toyota Camry,2019,298,24.0,4,no,3.84,596.96,8,32,0,0,B class
1127,Nissan Altima,2013,356,60.0,0,Spanish,5.0,767.4,2,35,0,0,A class
1140,Ford Fusion,2011,747,46.0,3,no,4.38,663.19,3,17,0,1,B class
506,Honda Accord,2018,504,47.0,19,Portuguese,4.48,1039.87,5,23,1,0,A class
1395,Honda Accord,2015,660,50.0,20,Mandarin,4.2,548.48,3,20,1,1,B class
2329,Ford Fusion,2017,90,23.0,3,no,4.34,802.83,2,28,1,0,B class
2452,Kia Optima,2017,750,67.0,8,no,4.1,501.81,4,15,1,0,B class
2733,Nissan Altima,2020,341,39.0,6,no,4.05,378.35,1,28,2,0,B class
1719,Chevrolet Malibu,2009,78,43.0,0,no,4.05,336.23,3,25,2,0,B class
2669,Nissan Altima,2015,685,48.0,22,Spanish,4.99,1243.47,0,56,0,0,A class
1121,Ford Fusion,2022,602,53.0,18,Spanish,3.58,340.96,3,15,1,0,B class
1666,Chevrolet Malibu,2009,510,52.0,9,no,4.5,682.4,5,35,0,1,B class
587,Nissan Altima,2007,199,56.0,1,Arabic,4.28,675.34,4,21,2,0,B class
1721,Nissan Altima,2019,440,,0,no,4.24,679.74,0,29,0,1,A class
612,Kia Optima,2021,307,27.0,5,Mandarin,4.7,935.17,4,35,0,0,A class
1139,Chevrolet Malibu,2015,682,52.0,8,no,5.0,1042.98,1,30,0,0,A class
426,Chevrolet Malibu,2013,117,21.0,1,no,3.77,486.98,2,12,3,1,B class
649,Honda Accord,2022,294,47.0,12,no,4.3,382.8,4,22,2,0,B class
2029,Chevrolet Malibu,2018,531,32.0,12,no,4.34,678.0,2,40,2,0,B class
2448,Hyundai Sonata,2005,246,,17,no,3.66,473.36,3,18,4,1,B class
1943,Nissan Altima,2020,517,30.0,10,Russian,4.95,1032.89,4,43,1,2,A class
1409,Toyota Camry,2015,863,44.0,13,no,4.61,895.51,4,18,2,1,B class
566,Kia Optima,2009,729,29.0,9,French,4.2,553.45,7,13,1,0,B class
1682,Ford Fusion,2014,637,31.0,11,no,4.37,488.77,2,13,2,1,B class
886,Hyundai Sonata,2010,30,42.0,22,Spanish,4.37,576.83,4,11,1,0,B class
2898,Toyota Camry,2007,196,59.0,8,Spanish,4.22,530.21,3,14,1,0,B class
2456,Ford Fusion,2008,76,40.0,6,no,4.59,588.71,2,24,2,0,B class
2667,Chevrolet Malibu,2016,431,34.0,7,no,4.5,710.47,5,49,4,1,B class
2582,Hyundai Sonata,2018,838,63.0,24,no,4.46,741.81,3,40,2,0,A class
1901,Hyundai Sonata,2015,364,54.0,10,Russian,4.03,587.75,2,18,3,0,B class
630,Toyota Camry,2008,418,55.0,0,Mandarin,4.2,503.46,3,28,0,0,B class
2847,Chevrolet Malibu,2016,704,30.0,10,Spanish,4.56,815.45,0,26,1,0,A class
2221,Ford Fusion,2005,465,,8,Mandarin,4.07,535.87,5,27,2,0,B class
501,Chevrolet Malibu,2014,366,23.0,3,no,4.13,716.18,5,21,2,1,B class
2559,Ford Fusion,2017,28,43.0,9,French,4.57,834.82,2,26,2,0,B class
1831,Nissan Altima,2011,64,22.0,2,no,5.0,1171.61,2,57,1,0,A class
409,Honda Accord,2021,556,41.0,14,Spanish,4.73,678.6,1,35,0,0,A class
1344,Ford Fusion,2009,583,54.0,22,no,5.0,954.64,2,51,0,0,A class
165,Toyota Camry,2018,470,37.0,17,no,4.05,770.28,2,19,0,0,B class
2463,Honda Accord,2013,536,54.0,20,French,4.64,862.5,2,49,1,0,A class
244,Chevrolet Malibu,2014,754,45.0,17,French,4.15,290.23,7,15,4,2,B class
2827,Toyota Camry,2017,399,,17,no,4.61,820.16,3,34,0,0,A class
2796,Honda Accord,2015,866,24.0,4,Arabic,3.98,0.0,5,18,2,2,B class
1523,Toyota Camry,2008,408,56.0,23,Spanish,5.0,1230.37,1,35,0,0,A class
379,Nissan Altima,2016,554,27.0,6,no,4.76,1008.26,0,69,1,0,A class
1088,Kia Optima,2019,224,30.0,3,no,4.31,767.03,2,28,1,0,A class
1764,Chevrolet Malibu,2019,437,22.0,2,Mandarin,4.59,476.46,2,21,0,1,A class
2555,Nissan Altima,2013,883,34.0,2,Mandarin,4.07,744.4,4,43,2,4,B class
295,Honda Accord,2016,364,26.0,6,no,4.25,576.65,1,15,0,0,B class
1897,Nissan Altima,2022,64,50.0,3,Mandarin,3.81,414.85,9,17,0,0,B class
1870,Kia Optima,2014,288,60.0,21,Mandarin,4.93,718.17,1,45,0,0,A class
