,courier_id,city,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,number_of_cancellations,number_of_complaints,avg_delivery_minutes,courier_tier,vehicle_type_Car,vehicle_type_Bicycle,vehicle_type_Walking,vehicle_type_E-bike,vehicle_type_Scooter
1000,5618,0.0,2,635,43,1583,4.07,0.6482,45,14,0.8158,6,3,32.74,0,0,1,0,0,0
1001,7364,0.0,9,142,20,832,4.44,0.5180,27,8,0.84,0,3,31.9,0,0,0,1,0,0
1002,5838,2.0,3,407,41,176,4.26,0.3214,39,13,0.7714,0,2,30.12,0,0,0,0,1,0
1003,5107,1.0,1,125,60,1635,3.97,0.4476,19,0,0.9231,5,1,38.58,0,0,0,1,0,0
1004,6561,4.0,5,55,40,1055,3.74,0.4177,25,1,0.75,3,3,32.84,0,0,0,0,1,0
1005,5923,4.0,8,527,52,1116,4.02,0.5766,29,14,0.8,1,2,31.66,0,0,0,0,0,1
1006,5116,2.0,1,582,24,457,4.59,0.3512,30,6,0.8182,6,2,35.59,0,1,0,0,0,0
1007,5913,3.0,10,142,21,728,3.85,0.4562,36,12,0.6452,1,0,32.84,0,1,0,0,0,0
1008,5053,3.0,2,231,20,1124,4.05,0.4308,31,6,0.6818,7,1,35.58,0,1,0,0,0,0
1009,7064,3.0,5,35,36,1714,4.4,0.8018,21,12,0.9412,4,1,28.16,1,1,0,0,0,0
1010,6797,2.0,12,212,48,1035,4.47,0.4829,17,8,0.9286,2,1,29.35,0,0,0,0,0,1
1011,6405,3.0,11,107,39,1089,4.61,0.6552,30,14,1.0,3,3,28.63,1,1,0,0,0,0
1012,7355,1.0,7,453,40,1762,4.33,0.5195,19,3,0.7333,1,5,38.05,0,0,0,1,0,0
1013,6342,1.0,9,31,45,1622,4.97,0.7989,35,28,0.9375,3,0,26.43,1,1,0,0,0,0
1014,6585,4.0,4,475,31,848,3.92,0.3819,18,1,0.7778,2,1,33.47,0,1,0,0,0,0
1015,6459,4.0,9,609,46,575,4.56,0.4660,31,18,0.8,5,4,31.43,1,1,0,0,0,0
1016,5719,2.0,2,600,26,1619,4.87,0.7866,31,21,0.9643,2,1,29.07,1,0,0,0,1,0
1017,6274,4.0,8,219,61,856,4.19,0.3919,24,1,0.7222,4,2,32.84,0,0,0,0,0,1
1018,7353,2.0,2,494,49,1338,4.52,0.6331,35,16,1.0,4,2,29.18,1,0,0,0,1,0
1019,7237,3.0,4,110,40,104,4.15,0.2017,32,4,0.6538,3,2,40.06,0,0,1,0,0,0
1020,6035,4.0,3,582,37,363,4.61,0.4060,27,10,0.8261,3,3,33.97,0,0,0,0,0,1
1021,7365,0.0,11,76,63,225,4.77,0.5986,34,20,0.9355,3,0,27.21,1,0,1,0,0,0
1022,6113,2.0,4,558,33,259,4.16,0.3681,31,9,0.7692,2,6,37.12,0,0,0,0,1,0
1023,6891,2.0,7,169,57,1650,3.93,0.7058,28,8,0.6786,0,2,31.47,0,0,0,0,1,0
1024,5297,0.0,3,610,25,1303,4.37,0.5991,32,14,0.8571,4,2,32.84,1,0,0,0,0,1
1025,7402,4.0,3,58,31,1058,4.05,0.4567,29,8,0.6522,2,1,32.9,0,0,0,0,1,0
1026,7426,4.0,1,216,27,1197,4.5,0.5333,20,4,0.7222,2,1,35.1,0,0,0,0,0,1
1027,6225,0.0,7,78,60,1324,4.3,0.6158,42,15,0.8235,5,2,32.09,0,0,0,0,0,1
1028,6238,0.0,9,67,55,190,4.35,0.3339,37,5,0.963,5,1,32.84,0,1,0,0,0,0
1029,6440,3.0,7,443,30,655,4.13,0.3521,19,5,0.7143,1,1,33.99,0,0,0,0,0,1
1030,6916,1.0,2,516,33,1379,3.92,0.4545,37,5,0.6071,7,3,36.22,0,0,0,1,0,0
1031,6039,3.0,3,619,25,65,4.16,0.3489,28,9,0.7727,4,0,32.55,0,0,0,1,0,0
1032,7397,0.0,2,57,25,44,4.82,0.4376,22,14,0.7368,1,2,30.2,1,0,0,1,0,0
1033,6237,2.0,7,29,39,1140,4.68,0.6101,36,22,0.9,1,2,29.7,1,1,0,0,0,0
1034,7298,2.0,3,590,45,611,4.55,0.5922,31,14,0.9615,5,2,27.2,1,0,1,0,0,0
1035,7453,1.0,8,423,53,1714,4.44,0.6575,24,10,0.9091,0,2,31.51,0,0,0,0,1,0
1036,6134,0.0,2,21,57,786,3.93,0.4136,31,10,0.68,2,3,35.48,0,0,0,0,1,0
1037,5339,3.0,7,168,32,31,4.5,0.3747,24,6,0.7727,2,2,34.35,0,0,0,0,1,0
1038,6220,2.0,11,550,48,1295,4.15,0.4920,25,3,0.6842,4,3,36.4,0,0,0,0,0,1
1039,7041,0.0,1,211,49,974,4.78,0.5809,23,7,0.75,3,3,32.86,1,1,0,0,0,0
1040,6402,1.0,6,417,23,1536,4.78,0.7681,30,19,0.9286,2,0,31.55,1,1,0,0,0,0
1041,6050,3.0,10,326,41,46,3.28,0.1235,19,0,0.6429,4,2,32.84,0,0,0,0,1,0
1042,7427,0.0,4,504,30,461,4.25,0.3824,38,10,0.8,4,3,33.19,0,0,1,0,0,0
1043,7306,4.0,6,283,35,694,4.35,0.4824,29,10,0.7037,2,0,34.14,0,1,0,0,0,0
1044,7368,3.0,3,496,43,393,4.63,0.5843,29,18,0.9583,4,1,29.74,1,0,0,1,0,0
1045,7373,0.0,5,675,62,857,4.18,0.5655,29,10,0.88,2,3,33.17,0,1,0,0,0,0
1046,7497,3.0,1,503,43,1559,4.64,0.7327,29,19,0.9643,1,0,28.93,1,0,1,0,0,0
1047,5561,1.0,3,178,19,715,4.74,0.6186,26,11,0.9565,1,4,28.83,1,1,0,0,0,0
1048,6809,3.0,10,36,27,252,4.38,0.3577,31,4,0.7,6,0,34.44,0,0,0,0,1,0
1049,6802,4.0,3,445,62,991,4.34,0.4368,27,5,0.8235,8,1,32.82,0,1,0,0,0,0
1050,5854,2.0,2,586,46,1031,4.19,0.3921,25,1,0.9,4,1,34.92,0,1,0,0,0,0
1051,5236,3.0,3,60,49,455,4.91,0.7119,32,21,0.963,3,0,28.49,1,1,0,0,0,0
1052,7062,0.0,8,168,56,973,3.55,0.3065,21,2,0.8235,2,3,36.65,0,0,1,0,0,0
1053,6780,4.0,5,640,23,1262,4.7,0.6070,33,13,0.9231,6,2,32.08,1,0,0,0,1,0
1054,5633,3.0,9,215,39,657,4.17,0.2862,35,2,0.6296,4,3,39.66,0,0,1,0,0,0
1055,7248,0.0,4,7,37,306,3.71,0.2709,20,3,0.6923,3,2,37.57,0,1,0,0,0,0
1056,5104,1.0,10,207,59,936,4.86,0.5757,31,19,0.8333,5,1,32.31,1,1,0,0,0,0
1057,5970,4.0,2,276,59,667,4.24,0.4740,30,12,0.75,6,4,36.29,0,0,0,1,0,0
1058,5756,3.0,4,625,55,1389,4.7,0.7408,24,14,0.95,2,2,32.84,1,1,0,0,0,0
1059,5308,0.0,3,587,51,327,4.15,0.4080,34,8,0.6818,8,1,32.6,0,1,0,0,0,0
1060,5906,0.0,8,661,21,332,4.36,0.3647,27,6,0.8095,3,3,33.6,0,1,0,0,0,0
1061,7396,1.0,1,173,57,1237,4.39,0.5417,20,8,0.8947,1,2,30.83,0,1,0,0,0,0
1062,5057,4.0,7,643,37,1188,4.24,0.6599,23,7,1.0,0,2,29.56,1,0,1,0,0,0
1063,7118,2.0,2,621,55,1719,4.87,0.7384,30,16,0.8462,2,3,29.62,1,0,0,1,0,0
1064,5488,3.0,3,198,46,1517,4.02,0.4627,32,9,0.6,3,3,35.48,0,1,0,0,0,0
1065,5255,2.0,12,590,22,1116,4.24,0.4579,29,9,0.84,3,3,29.33,0,0,0,0,1,0
1066,5882,4.0,11,372,33,1748,5.0,1.0000,37,36,1.0,0,0,23.89,1,0,0,1,0,0
1067,7424,4.0,6,75,35,598,3.98,0.3583,33,6,0.68,5,3,35.45,0,0,0,1,0,0
1068,6347,4.0,8,452,37,106,4.76,0.4380,26,19,0.913,3,1,31.6,1,0,0,0,1,0
1069,6193,1.0,10,6,28,698,4.57,0.6351,23,10,1.0,4,0,28.34,1,0,0,0,0,1
1070,6444,0.0,12,473,63,1062,4.9,0.7673,25,19,1.0,3,1,26.66,1,0,0,0,1,0
1071,5125,3.0,7,320,54,706,4.71,0.6278,27,18,0.9167,3,0,29.24,1,0,0,0,1,0
1072,7236,2.0,5,606,55,1065,4.65,0.7149,40,29,0.9375,4,1,30.19,1,0,1,0,0,0
1073,6721,2.0,4,486,49,1321,4.35,0.6461,34,11,0.8077,5,0,33.68,0,0,0,0,0,1
1074,6240,4.0,11,565,28,1626,3.99,0.5505,33,8,0.7143,4,3,34.01,0,0,1,0,0,0
1075,5194,2.0,7,7,51,407,4.71,0.4571,32,14,0.8966,2,1,31.57,1,0,0,0,1,0
1076,5610,1.0,8,223,18,638,4.37,0.4941,37,14,0.8824,3,4,31.37,0,0,0,0,1,0
1077,5893,2.0,2,595,45,616,4.65,0.4921,18,9,0.9412,1,1,33.08,1,0,1,0,0,0
1078,7035,2.0,5,572,20,1316,4.58,0.5720,24,7,0.9444,4,2,32.86,0,1,0,0,0,0
1079,5163,4.0,5,126,37,860,4.13,0.4115,35,13,0.6667,4,4,32.82,0,1,0,0,0,0
1080,6599,1.0,8,442,49,443,4.23,0.4078,18,4,0.9286,2,0,34.79,0,1,0,0,0,0
1081,6110,3.0,11,318,47,929,3.83,0.4224,26,6,0.7895,3,2,36.34,0,0,0,0,0,1
1082,6005,1.0,9,603,18,365,3.38,0.1446,30,0,0.5455,2,2,38.99,0,0,1,0,0,0
1083,5225,3.0,10,333,31,1565,4.28,0.4748,25,6,0.7059,5,3,36.64,0,0,0,0,0,1
1084,6294,3.0,4,223,38,857,4.28,0.4742,35,11,0.8276,3,2,32.93,0,0,0,0,1,0
1085,5802,1.0,8,190,21,900,4.57,0.5095,24,14,0.8261,1,2,31.43,1,0,0,0,1,0
1086,5061,1.0,10,254,29,1251,4.24,0.4794,25,8,0.7368,4,2,34.13,0,0,0,0,0,1
1087,5228,1.0,3,167,29,1540,4.97,0.7448,35,19,0.9375,2,0,27.42,1,0,0,0,0,1
1088,5382,3.0,9,115,53,367,4.72,0.5575,28,11,0.9048,5,0,33.02,1,0,0,1,0,0
1089,6145,3.0,4,443,27,1646,3.89,0.5039,33,8,0.7931,2,0,34.16,0,0,0,0,0,1
1090,6715,3.0,7,645,32,519,3.81,0.3175,21,2,0.7647,3,0,36.0,0,0,0,0,1,0
1091,5186,3.0,6,429,19,351,4.07,0.2989,29,10,0.9524,5,2,35.85,0,0,0,0,1,0
1092,5492,2.0,5,453,26,919,4.67,0.6308,30,20,0.96,3,1,26.53,1,0,0,0,1,0
1093,6068,4.0,5,277,30,429,4.48,0.4925,27,10,0.9231,1,1,29.28,1,0,0,1,0,0
1094,6411,3.0,4,5,44,181,4.43,0.3374,24,6,0.9375,4,1,36.23,0,0,0,0,1,0
1095,5018,3.0,6,163,27,227,4.43,0.3601,31,8,0.7037,2,3,33.33,0,0,0,0,1,0
1096,7377,3.0,4,388,38,1130,4.22,0.5187,27,8,0.8571,3,1,34.48,0,1,0,0,0,0
1097,5712,0.0,7,667,48,1244,4.45,0.5604,35,10,0.7586,3,2,31.14,0,0,0,0,0,1
1098,6188,4.0,12,187,29,775,4.36,0.4165,30,7,0.8261,3,4,36.78,0,1,0,0,0,0
1099,6702,1.0,8,550,54,1623,5.0,0.8535,32,25,1.0,2,1,26.37,1,1,0,0,0,0
1100,7111,1.0,3,27,32,630,4.67,0.5152,31,15,0.84,2,0,32.25,1,0,0,0,1,0
1101,5709,0.0,12,428,45,364,3.9,0.2879,25,1,0.7,2,2,34.34,0,0,1,0,0,0
1102,6264,4.0,12,382,28,1092,4.16,0.5341,23,13,0.8571,0,0,33.61,1,0,0,0,0,1
1103,6354,3.0,8,434,52,1062,4.24,0.3996,23,4,0.9444,3,2,36.86,0,0,0,1,0,0
1104,6041,3.0,5,478,56,1147,4.38,0.5006,33,11,0.76,5,0,33.36,0,0,1,0,0,0
1105,7287,1.0,9,71,32,1001,4.7,0.6486,22,14,0.9545,0,0,28.05,1,1,0,0,0,0
1106,5480,2.0,11,455,49,1411,4.36,0.5505,33,5,0.913,7,1,32.96,0,0,0,0,0,1
1107,6961,0.0,11,73,39,1581,4.52,0.6343,27,13,0.8696,3,2,32.91,0,0,0,0,0,1
1108,5926,1.0,2,280,21,1437,4.72,0.7087,30,17,0.8214,1,0,30.23,1,0,0,1,0,0
1109,5066,1.0,12,602,36,823,5.0,0.6274,26,19,1.0,1,0,30.57,1,0,0,0,0,1
1110,5026,0.0,1,89,62,1520,4.45,0.7511,31,19,1.0,3,1,28.66,1,0,0,1,0,0
1111,6911,0.0,4,87,63,217,4.32,0.4562,23,7,0.7895,3,0,31.77,1,1,0,0,0,0
1112,7459,0.0,7,439,54,199,4.26,0.2339,24,3,0.6,6,1,37.47,0,0,0,0,0,1
1113,5456,1.0,9,116,55,401,4.12,0.3720,23,1,0.7333,5,1,35.77,0,1,0,0,0,0
1114,7195,4.0,6,355,33,1187,4.83,0.6356,24,15,0.95,2,0,32.84,1,1,0,0,0,0
1115,6018,2.0,2,359,45,791,3.96,0.3955,25,2,0.8,4,2,32.84,0,0,0,0,0,1
1116,5861,2.0,5,504,34,1007,4.6,0.7031,25,19,1.0,0,1,28.79,1,1,0,0,0,0
1117,7160,1.0,3,374,23,1292,4.19,0.4902,25,4,0.4737,4,4,32.85,0,0,1,0,0,0
1118,7334,0.0,11,369,25,1036,4.81,0.6366,20,14,0.9,0,1,28.08,1,0,1,0,0,0
1119,6418,2.0,9,91,49,411,3.37,0.1834,30,0,0.7222,5,3,41.64,0,0,1,0,0,0
1120,6389,0.0,5,191,37,1142,4.35,0.5641,23,8,0.8889,3,2,28.47,1,1,0,0,0,0
1121,5856,2.0,1,350,62,82,4.97,0.5380,38,29,0.9722,2,0,28.17,1,1,0,0,0,0
1122,6460,2.0,7,563,34,1224,4.21,0.4776,25,7,0.8696,1,4,33.07,0,0,0,0,1,0
1123,5262,0.0,8,348,46,855,4.69,0.5017,25,9,0.8333,7,1,32.84,1,1,0,0,0,0
1124,5798,2.0,8,234,58,1285,4.74,0.6835,22,9,0.75,4,0,32.4,1,0,0,0,1,0
1125,7259,3.0,9,666,53,737,4.08,0.3132,26,5,0.9545,4,0,35.66,0,0,0,0,1,0
1126,6491,4.0,9,81,58,1551,3.57,0.4086,26,1,0.7826,3,2,36.97,0,0,1,0,0,0
1127,5685,4.0,11,161,41,1589,4.11,0.5928,30,8,0.68,1,3,35.8,0,0,0,1,0,0
1128,5368,3.0,8,243,63,899,4.56,0.5615,26,9,0.8636,2,1,31.0,1,1,0,0,0,0
1129,7042,2.0,9,254,36,142,4.57,0.4149,23,9,0.8421,3,0,35.04,1,1,0,0,0,0
1130,6127,4.0,2,360,57,641,4.7,0.5902,20,11,0.8824,2,1,28.82,1,1,0,0,0,0
1131,5757,1.0,9,399,29,1787,5.0,0.7594,17,11,0.9333,2,0,29.44,1,0,0,0,1,0
1132,7454,0.0,7,192,51,402,4.53,0.5060,25,12,0.913,1,3,32.83,1,0,1,0,0,0
1133,6552,0.0,8,215,31,1057,4.59,0.5909,27,11,0.9,5,1,32.33,0,0,1,0,0,0
1134,5309,2.0,10,434,53,1326,4.12,0.5045,28,7,0.8,4,3,32.66,0,0,1,0,0,0
1135,5989,0.0,8,554,23,256,3.81,0.2579,27,2,0.6,5,3,32.84,0,0,1,0,0,0
1136,6473,4.0,7,627,32,1072,4.72,0.6933,25,16,1.0,2,0,32.01,1,0,0,1,0,0
1137,5145,4.0,2,388,58,1308,4.43,0.5930,27,9,0.8462,1,2,28.72,1,0,1,0,0,0
1138,6088,1.0,9,12,35,480,5.0,0.7711,34,31,1.0,0,0,22.3,1,1,0,0,0,0
1139,7401,1.0,8,626,43,1754,4.6,0.7802,19,12,1.0,1,0,32.84,1,0,0,0,1,0
1140,6800,4.0,12,276,24,1340,4.65,0.6085,27,11,0.7391,2,2,33.02,1,0,0,0,0,1
1141,5707,4.0,5,666,41,47,4.11,0.2974,25,7,0.8,3,2,30.4,0,0,1,0,0,0
1142,7121,2.0,7,193,50,1151,4.21,0.3387,29,1,0.8261,2,0,37.21,0,1,0,0,0,0
1143,6508,2.0,1,378,36,504,4.26,0.4204,23,11,0.8333,4,0,30.16,1,0,1,0,0,0
1144,5670,1.0,6,228,58,1154,4.56,0.6199,33,10,0.8571,3,2,30.9,1,1,0,0,0,0
1145,7303,2.0,3,50,53,237,4.54,0.3990,28,15,0.8148,1,4,31.65,1,1,0,0,0,0
1146,6983,1.0,3,647,47,1397,4.33,0.6350,25,11,0.8696,2,0,34.4,1,0,0,0,1,0
1147,6022,4.0,2,405,28,1462,4.86,0.7604,29,20,1.0,1,0,28.81,1,0,1,0,0,0
1148,7339,3.0,9,371,61,1111,4.35,0.5578,26,7,0.85,5,1,29.17,1,1,0,0,0,0
1149,7134,4.0,3,91,30,1049,4.47,0.5088,25,4,0.8947,5,4,34.54,0,0,0,1,0,0
1150,5373,2.0,8,224,56,986,4.71,0.6537,23,14,0.85,2,2,27.58,1,0,0,0,0,1
1151,5538,4.0,3,150,47,1212,4.75,0.6444,25,11,0.875,1,1,28.42,1,0,0,0,0,1
1152,5516,1.0,12,528,52,1554,4.64,0.7640,26,16,0.9,5,0,27.86,1,0,0,0,1,0
1153,6033,2.0,4,633,40,1135,4.45,0.5777,32,12,0.7778,4,4,36.02,0,0,0,0,1,0
1154,5942,4.0,9,607,60,698,4.3,0.3521,28,2,0.625,3,3,37.05,0,0,0,0,0,1
1155,6615,1.0,6,85,62,204,4.95,0.4209,28,10,0.9091,2,1,30.52,1,0,1,0,0,0
1156,6971,4.0,3,448,48,744,4.64,0.5420,19,8,0.9444,1,0,29.54,1,1,0,0,0,0
1157,6254,3.0,10,535,28,1344,5.0,0.9633,28,28,1.0,0,0,19.9,1,0,0,1,0,0
1158,5675,2.0,8,494,44,500,4.08,0.4620,29,6,0.7083,4,2,32.57,0,1,0,0,0,0
1159,6890,1.0,7,394,34,275,4.32,0.3671,23,9,0.8421,2,0,33.54,0,0,0,0,1,0
1160,5420,4.0,7,166,34,1761,3.9,0.6184,28,8,0.6667,5,2,33.28,0,0,0,0,0,1
1161,5095,2.0,2,511,49,1079,4.57,0.6353,16,11,0.9333,1,1,28.01,1,1,0,0,0,0
1162,5976,4.0,12,193,61,623,4.35,0.4531,28,12,0.92,1,2,30.88,1,0,1,0,0,0
1163,5867,3.0,9,557,58,1786,4.76,0.8935,29,22,1.0,2,1,26.39,1,1,0,0,0,0
1164,5811,2.0,2,142,23,1452,4.06,0.5656,21,4,0.7333,4,5,32.84,0,0,0,0,0,1
1165,7072,3.0,9,339,40,310,4.5,0.3928,29,9,0.8261,3,0,34.2,0,0,0,0,1,0
1166,7092,1.0,6,221,46,300,4.66,0.4042,28,14,0.8261,3,0,31.68,1,1,0,0,0,0
1167,6591,2.0,1,370,56,530,4.66,0.4847,23,5,0.6111,2,0,32.09,0,0,1,0,0,0
1168,6009,3.0,2,544,43,1605,4.4,0.5027,19,6,0.8824,2,2,32.84,0,0,0,0,0,1
1169,6271,1.0,10,575,63,1159,3.73,0.3924,26,3,0.7391,2,1,37.25,0,0,0,0,1,0
1170,6063,2.0,10,685,37,124,3.38,0.0846,27,0,0.4762,3,5,41.88,0,1,0,0,0,0
1171,7449,2.0,9,384,20,541,4.62,0.4625,28,18,0.9231,0,2,32.84,1,0,0,0,1,0
1172,5730,1.0,4,666,51,1431,4.23,0.6017,23,10,0.9444,3,2,32.26,1,0,1,0,0,0
1173,7169,0.0,9,442,62,568,3.81,0.4135,31,8,0.7308,3,1,33.75,0,0,0,0,0,1
1174,6392,0.0,10,590,36,182,4.24,0.4175,24,7,0.9565,1,2,32.94,1,0,0,1,0,0
1175,5289,2.0,6,699,60,1317,3.97,0.5184,24,3,0.8667,3,2,32.84,0,0,0,0,1,0
1176,5917,4.0,11,218,38,1437,4.54,0.6673,30,15,0.9615,2,1,31.82,1,0,0,0,1,0
1177,6146,3.0,9,499,31,1230,5.0,0.7121,33,26,1.0,1,1,26.63,1,0,1,0,0,0
1178,7102,3.0,12,486,62,1447,4.07,0.5309,26,6,0.9474,5,3,32.84,0,0,0,1,0,0
1179,5243,0.0,5,236,23,314,4.57,0.4301,31,15,0.963,4,1,32.84,1,0,0,0,1,0
1180,6414,3.0,6,577,32,260,4.18,0.3248,28,6,0.9474,6,0,33.41,0,0,0,0,1,0
1181,6688,0.0,2,668,48,1172,4.09,0.4458,28,3,0.7727,6,1,34.75,0,1,0,0,0,0
1182,5410,1.0,3,387,28,1459,4.33,0.5752,26,4,0.6667,2,2,34.08,0,0,1,0,0,0
1183,7238,1.0,1,161,63,172,3.82,0.1666,32,1,0.6667,5,1,40.73,0,0,0,1,0,0
1184,6819,2.0,7,692,26,1762,4.59,0.7598,19,11,1.0,0,1,28.51,1,1,0,0,0,0
1185,6386,1.0,8,582,25,1096,3.7,0.3363,33,3,0.7407,3,4,39.93,0,1,0,0,0,0
1186,5971,1.0,9,243,34,938,4.01,0.4596,30,11,0.7917,1,0,33.34,0,0,0,0,1,0
1187,7418,2.0,7,395,42,1688,4.09,0.4681,21,3,0.6842,2,2,35.96,0,0,0,0,1,0
1188,5625,3.0,6,638,59,1654,4.55,0.6346,21,6,0.85,1,1,29.62,1,0,0,0,0,1
1189,5446,4.0,5,172,28,223,3.39,0.1751,32,2,0.6087,7,3,39.28,0,1,0,0,0,0
1190,6812,2.0,11,376,61,644,4.72,0.5813,35,14,0.9286,2,4,32.02,1,0,0,0,1,0
1191,5351,3.0,3,445,46,445,4.08,0.2314,40,4,0.6552,7,4,36.99,0,0,0,0,0,1
1192,6547,1.0,10,47,55,769,4.5,0.6831,29,18,0.9167,1,0,30.34,1,0,0,0,1,0
1193,6687,3.0,4,696,30,203,4.08,0.3174,29,5,0.7143,4,1,32.84,0,1,0,0,0,0
1194,6572,1.0,10,417,57,523,4.5,0.4546,25,7,0.7619,3,4,34.59,0,0,1,0,0,0
1195,7375,0.0,4,432,38,1390,4.25,0.6143,22,7,0.75,1,3,33.13,0,0,1,0,0,0
1196,6426,2.0,10,556,60,1749,3.72,0.5704,29,9,0.8333,3,1,33.9,0,0,0,1,0,0
1197,5752,0.0,9,294,30,501,4.78,0.6988,33,25,0.9643,4,0,28.85,1,0,0,1,0,0
1198,5711,4.0,10,390,42,76,4.23,0.3166,29,7,0.7083,4,1,33.21,0,1,0,0,0,0
1199,7203,0.0,5,130,18,142,4.01,0.2219,29,1,0.6667,3,3,32.84,0,1,0,0,0,0
1200,5831,2.0,7,585,46,1799,4.43,0.7371,20,10,1.0,5,1,31.27,1,1,0,0,0,0
1201,5905,3.0,5,212,26,457,3.81,0.4095,30,3,0.5217,3,0,36.18,0,0,0,0,1,0
1202,5632,3.0,4,461,60,249,3.8,0.0681,23,0,0.7143,4,3,40.64,0,0,1,0,0,0
1203,5148,0.0,12,370,53,686,4.78,0.6394,24,17,0.8636,1,0,29.67,1,0,0,1,0,0
1204,5034,0.0,10,360,35,140,3.69,0.1455,27,5,0.6,4,2,37.08,0,0,0,0,1,0
1205,7117,0.0,8,282,42,1461,4.2,0.6161,35,17,0.8667,2,5,32.83,0,0,0,0,1,0
1206,5360,2.0,5,557,60,1230,4.13,0.5451,31,10,0.64,3,2,31.86,0,1,0,0,0,0
1207,6148,0.0,4,455,47,1405,3.99,0.4719,33,2,0.8462,6,2,35.22,0,0,1,0,0,0
1208,6678,3.0,8,373,57,1107,3.94,0.4347,32,4,0.6957,3,2,34.61,0,0,0,0,0,1
1209,6553,1.0,7,654,28,881,4.15,0.4063,26,3,0.6667,5,3,34.09,0,0,1,0,0,0
1210,6000,1.0,9,535,22,1095,4.53,0.6620,26,13,1.0,2,1,33.58,1,0,0,0,1,0
1211,7383,2.0,4,514,42,204,3.97,0.2353,40,3,0.5667,8,6,37.75,0,0,1,0,0,0
1212,5439,4.0,7,669,40,936,4.37,0.4887,33,14,0.8621,0,2,32.9,0,1,0,0,0,0
1213,7492,0.0,5,578,51,257,4.41,0.3125,31,4,0.7917,6,2,34.07,0,1,0,0,0,0
1214,5546,4.0,11,628,58,1662,4.53,0.6769,27,15,0.9091,3,1,32.59,1,1,0,0,0,0
1215,7481,4.0,10,199,58,803,4.05,0.4567,25,9,0.7143,4,0,31.21,0,0,0,0,1,0
1216,6170,3.0,10,452,61,1117,4.59,0.6716,30,17,0.9615,3,1,27.48,1,1,0,0,0,0
1217,5899,1.0,4,388,49,1687,4.15,0.6458,30,11,0.8696,4,1,29.37,0,0,1,0,0,0
1218,5191,0.0,8,305,36,1455,4.39,0.6266,32,12,0.92,5,3,33.35,1,0,0,0,1,0
1219,5177,1.0,7,185,61,513,3.96,0.4133,34,8,0.6923,5,0,33.6,0,0,0,0,1,0
1220,6645,1.0,2,572,47,1403,4.49,0.6969,21,9,0.8824,3,0,28.05,1,0,0,0,1,0
1221,5154,2.0,6,311,26,1578,5.0,0.8384,31,26,1.0,3,1,27.41,1,1,0,0,0,0
1222,7284,2.0,8,281,21,1308,4.49,0.5777,24,13,0.9545,1,0,33.91,1,1,0,0,0,0
1223,5371,1.0,9,651,47,1394,4.24,0.6303,53,16,0.8182,4,3,33.71,0,0,1,0,0,0
1224,6859,0.0,11,154,20,617,4.52,0.3787,24,5,0.7778,1,1,34.85,0,0,1,0,0,0
1225,6023,1.0,6,662,21,301,4.32,0.2726,28,3,0.8,4,2,34.46,0,0,0,0,0,1
1226,5128,4.0,5,37,51,80,4.77,0.4194,31,10,0.8519,4,1,30.57,1,0,1,0,0,0
1227,5739,4.0,8,165,40,636,4.35,0.5945,22,8,0.9375,3,1,29.66,1,1,0,0,0,0
1228,6233,2.0,3,6,36,1281,4.09,0.4955,28,5,0.6087,4,1,34.57,0,0,0,0,1,0
1229,5716,2.0,6,497,42,1314,4.19,0.6599,40,18,0.8182,6,1,33.11,1,0,0,0,0,1
1230,7143,3.0,2,697,36,479,4.45,0.3714,32,12,0.7778,4,2,31.81,1,1,0,0,0,0
1231,5354,0.0,1,644,53,1749,4.26,0.6726,29,10,0.8261,6,2,34.93,0,0,0,0,0,1
1232,6218,1.0,9,653,29,1784,4.89,0.8673,34,26,0.9677,3,2,29.37,1,0,1,0,0,0
1233,6529,2.0,4,692,63,1204,4.5,0.6065,27,5,0.7222,4,2,29.19,1,0,0,0,0,1
1234,5086,3.0,1,275,38,753,4.14,0.4372,29,6,0.8,6,1,35.74,0,1,0,0,0,0
1235,5471,3.0,2,146,62,586,4.72,0.5703,24,12,0.9524,1,0,31.78,1,0,1,0,0,0
1236,6373,1.0,10,274,60,1296,4.07,0.4423,31,7,0.8333,5,8,35.66,0,0,1,0,0,0
1237,5106,0.0,7,264,39,1722,4.09,0.5454,20,1,0.7647,2,3,36.42,0,1,0,0,0,0
1238,5063,1.0,11,181,20,1083,4.61,0.6172,24,11,0.8571,1,0,30.99,1,0,0,0,1,0
1239,6346,1.0,11,608,52,1031,3.21,0.2139,27,0,0.6111,5,2,39.18,0,0,1,0,0,0
1240,5662,2.0,9,373,56,448,4.41,0.4910,31,10,0.8462,2,3,34.47,1,1,0,0,0,0
1241,5728,2.0,5,540,23,167,4.36,0.4551,38,21,0.8889,0,1,30.83,1,1,0,0,0,0
1242,6128,0.0,1,198,30,53,3.62,0.1529,36,5,0.72,8,3,39.67,0,0,0,0,1,0
1243,6995,3.0,8,369,37,1364,4.32,0.4788,25,3,0.8636,1,6,32.84,0,0,0,0,0,1
1244,5731,3.0,2,338,45,615,4.33,0.5556,34,16,0.8846,3,4,31.06,1,1,0,0,0,0
1245,6499,4.0,12,350,20,1360,4.68,0.7446,28,17,0.9565,1,1,30.53,1,0,0,0,0,1
