,driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
1278,1759,0.0,2021,357,25.0,5,6.0,3.74,-1.22565,5,18,4,3,1
1279,2370,6.0,2010,258,53.0,19,3.0,4.64,0.19478,6,33,0,0,0
1280,2567,1.0,2008,520,59.0,23,6.0,4.54,-0.19019,3,30,3,1,0
1281,1628,0.0,2022,756,52.0,24,5.0,4.92,2.31866,4,40,3,0,0
1282,1129,5.0,2018,734,66.0,19,2.0,5.0,1.74453,0,50,1,0,0
1283,1954,2.0,2012,428,44.0,21,3.0,5.0,1.08669,1,27,2,0,0
1284,2210,2.0,2006,275,32.0,1,6.0,4.61,0.04909,4,32,0,1,0
1285,1410,3.0,2005,564,31.0,0,6.0,4.36,0.57520,7,58,1,2,0
1286,1986,5.0,2014,348,66.0,12,6.0,4.15,0.23063,2,33,4,0,1
1287,766,4.0,2022,136,65.0,11,6.0,4.18,-0.80954,1,20,1,0,1
1288,2037,4.0,2021,203,64.0,7,6.0,4.43,-0.13502,1,38,2,0,1
1289,147,3.0,2006,55,34.0,14,6.0,4.49,0.00367,1,34,0,1,0
1290,1134,1.0,2010,117,45.0,10,6.0,4.29,0.47068,1,22,0,0,0
1291,2003,0.0,2014,814,55.0,12,6.0,4.42,0.07809,3,32,0,0,0
1292,2016,4.0,2019,337,40.0,13,6.0,5.0,1.37080,2,45,0,0,0
1293,1636,4.0,2014,716,29.0,9,6.0,4.77,1.23595,4,41,3,0,0
1294,2849,0.0,2013,636,38.0,5,6.0,4.26,-0.16049,3,35,0,0,0
1295,1222,2.0,2016,71,67.0,14,5.0,4.08,-1.44903,5,25,2,2,1
1296,1304,2.0,2014,77,51.0,16,6.0,4.25,0.84410,3,19,0,0,0
1297,1777,6.0,2015,616,31.0,3,6.0,4.43,0.39280,1,39,0,0,0
1298,322,4.0,2019,483,44.0,4,6.0,4.15,-0.20637,4,7,1,1,1
1299,112,1.0,2014,58,49.0,1,6.0,4.32,-1.01165,4,19,0,1,1
1300,589,4.0,2006,275,21.0,1,6.0,4.29,-0.85083,5,30,2,0,1
1301,1433,6.0,2018,454,37.0,10,6.0,4.57,-0.20726,1,33,1,0,0
1302,2093,5.0,2021,301,61.0,16,6.0,4.56,0.54429,2,36,1,2,0
1303,137,6.0,2012,680,49.0,15,3.0,4.68,0.67380,0,33,0,0,0
1304,2693,0.0,2005,396,44.0,0,0.0,4.47,0.01378,2,22,1,0,1
1305,654,3.0,2005,189,66.0,13,6.0,4.52,-0.10034,2,25,0,0,1
1306,1869,0.0,2014,97,65.0,20,6.0,4.54,0.61661,5,49,2,1,0
1307,1630,2.0,2008,360,22.0,2,6.0,4.54,0.74289,3,34,1,1,0
1308,1048,3.0,2022,275,29.0,0,2.0,4.35,-0.01981,3,25,2,0,1
1309,2125,6.0,2018,596,61.0,23,1.0,4.46,-0.04330,6,22,0,0,0
1310,931,1.0,2012,19,30.0,7,6.0,3.66,-1.25392,4,25,1,2,1
1311,221,3.0,2016,686,30.0,10,2.0,4.41,0.56505,3,24,2,1,0
1312,928,1.0,2005,67,55.0,11,0.0,4.56,0.89959,1,29,0,0,0
1313,2069,0.0,2007,555,42.0,18,5.0,4.79,1.67590,1,37,4,0,0
1314,1871,2.0,2020,695,46.0,15,6.0,4.44,-0.58531,4,25,1,0,1
1315,2619,6.0,2019,394,45.0,16,6.0,3.5,-2.29016,4,7,1,1,1
1316,2142,1.0,2009,404,63.0,5,6.0,4.47,0.42045,2,41,0,2,0
1317,534,1.0,2021,799,66.0,2,6.0,4.67,1.08956,1,20,1,1,0
1318,1365,1.0,2019,231,60.0,20,6.0,4.83,0.50766,2,44,0,1,0
1319,607,0.0,2015,898,44.0,4,2.0,4.65,-0.40715,2,31,4,0,0
1320,75,5.0,2016,383,39.0,8,6.0,4.58,0.43678,4,33,1,0,0
1321,1479,5.0,2017,814,28.0,8,3.0,4.66,0.66326,3,24,0,2,0
1322,2117,1.0,2022,392,51.0,19,6.0,4.41,-0.97257,4,43,4,1,1
1323,1323,5.0,2005,306,21.0,1,5.0,4.68,0.71478,1,16,0,0,0
1324,1927,2.0,2012,642,66.0,1,6.0,4.28,0.27223,2,32,2,1,0
1325,114,0.0,2015,890,38.0,18,6.0,4.26,0.13404,4,28,2,0,1
1326,987,5.0,2010,706,67.0,20,1.0,3.78,-1.57609,5,11,2,0,1
1327,1893,0.0,2015,629,47.0,1,6.0,4.31,-1.00690,6,16,1,0,1
1328,1435,5.0,2007,271,28.0,4,5.0,4.6,-0.67229,4,51,2,0,1
1329,223,4.0,2012,843,44.0,21,1.0,4.23,0.39117,4,32,2,2,1
1330,519,4.0,2012,705,66.0,23,6.0,4.33,-0.13863,4,35,3,0,1
1331,1120,2.0,2005,878,42.0,14,5.0,4.06,-0.66789,4,22,1,1,1
1332,36,3.0,2006,608,67.0,6,2.0,4.03,-0.65269,3,18,2,1,1
1333,831,0.0,2007,22,60.0,21,6.0,4.24,-0.29233,1,50,4,1,1
1334,1816,1.0,2007,103,59.0,3,6.0,4.39,-0.71405,1,26,1,1,1
1335,2111,2.0,2010,75,46.0,0,2.0,4.71,0.76412,2,52,5,1,0
1336,348,0.0,2022,14,31.0,11,2.0,5.0,1.24420,1,51,1,0,0
1337,168,6.0,2015,709,59.0,18,6.0,4.85,0.70032,2,41,1,1,0
1338,2795,2.0,2016,314,35.0,15,6.0,3.98,-0.78563,2,15,1,0,1
1339,117,2.0,2021,380,56.0,7,5.0,4.69,-0.04061,3,25,0,0,0
1340,531,0.0,2020,197,67.0,24,5.0,4.33,0.16227,1,42,2,1,0
1341,2494,5.0,2016,605,47.0,5,6.0,4.12,-1.84275,6,21,1,0,1
1342,321,3.0,2015,634,57.0,5,6.0,4.12,-1.61836,3,22,1,3,1
1343,1029,6.0,2022,35,57.0,5,6.0,4.7,0.20337,2,40,0,1,0
1344,474,3.0,2013,217,44.0,21,6.0,4.43,0.04870,2,35,2,0,0
1345,2262,0.0,2008,133,35.0,15,6.0,5.0,1.48624,0,48,2,0,0
1346,2191,3.0,2011,187,24.0,4,6.0,4.07,-0.87128,7,8,0,1,1
1347,2857,0.0,2011,380,28.0,8,5.0,4.43,1.15796,1,27,0,1,0
1348,2522,3.0,2013,617,32.0,7,6.0,4.3,-0.83656,3,16,1,0,1
1349,2792,5.0,2014,422,30.0,10,5.0,4.85,1.13502,2,22,1,0,0
1350,1602,2.0,2022,225,58.0,18,4.0,4.69,0.07424,2,33,1,0,0
1351,228,2.0,2008,455,47.0,0,0.0,5.0,2.16033,1,66,1,0,0
1352,1580,2.0,2014,285,44.0,7,6.0,4.47,0.37873,4,29,1,0,0
1353,1026,5.0,2008,673,62.0,8,1.0,4.44,0.25812,2,39,1,1,0
1354,2629,3.0,2016,712,52.0,10,6.0,4.44,0.11145,4,32,4,0,1
1355,2355,5.0,2008,535,53.0,0,5.0,3.65,-2.67559,6,15,1,0,1
1356,82,2.0,2022,375,39.0,3,6.0,3.75,-0.66222,6,30,2,0,1
1357,1468,0.0,2006,777,42.0,21,6.0,4.18,-0.28269,5,43,1,0,0
1358,1687,5.0,2014,13,54.0,23,6.0,4.36,-0.37426,2,31,0,3,1
1359,669,5.0,2015,467,22.0,0,2.0,4.2,-0.67827,4,28,0,1,1
1360,63,3.0,2021,818,50.0,18,0.0,4.68,0.06312,4,30,1,2,0
1361,850,0.0,2006,712,27.0,4,6.0,4.53,0.17510,5,21,1,0,1
1362,2969,6.0,2022,435,28.0,8,5.0,4.88,0.34062,1,49,0,0,0
1363,1978,3.0,2020,780,39.0,4,6.0,4.46,-0.31240,7,33,5,0,0
1364,2364,6.0,2017,253,21.0,1,6.0,4.55,1.07277,2,27,1,0,0
1365,516,2.0,2019,440,46.0,8,5.0,4.27,0.30178,6,27,0,0,1
1366,1355,3.0,2018,558,54.0,24,1.0,5.0,1.41407,2,60,0,0,0
1367,110,4.0,2017,377,36.0,9,6.0,4.5,-0.52178,2,26,1,0,1
1368,2090,1.0,2014,781,28.0,8,6.0,4.76,0.75697,2,32,0,0,0
1369,1980,4.0,2018,803,42.0,22,2.0,4.86,1.48974,0,54,2,0,0
1370,2702,5.0,2015,791,61.0,8,6.0,4.49,0.07844,1,20,0,0,1
1371,2833,6.0,2019,340,55.0,18,6.0,4.6,-0.31901,6,32,0,1,0
1372,1126,5.0,2020,510,30.0,10,6.0,4.67,-0.35509,5,31,2,2,1
1373,1089,5.0,2006,661,57.0,23,5.0,4.23,-0.15220,5,21,0,1,1
1374,312,3.0,2006,711,53.0,4,6.0,5.0,1.26018,5,51,3,1,0
1375,2681,4.0,2005,354,57.0,23,0.0,4.82,0.26846,2,28,0,0,0
1376,20,3.0,2016,547,42.0,22,6.0,4.14,-0.76910,2,29,2,1,1
1377,358,1.0,2011,161,44.0,9,5.0,4.15,0.03252,2,22,1,0,1
1378,361,0.0,2013,112,44.0,15,6.0,4.31,-1.17052,6,18,2,0,1
1379,2757,3.0,2008,79,50.0,11,5.0,4.63,-0.05438,2,45,1,1,0
1380,2056,2.0,2022,337,41.0,3,5.0,4.38,-0.22165,2,38,0,0,0
1381,2724,5.0,2013,564,54.0,16,5.0,4.8,-0.19571,5,56,1,0,0
1382,393,2.0,2014,420,62.0,3,6.0,4.24,0.13910,4,24,0,0,1
1383,2343,2.0,2009,64,35.0,15,6.0,4.45,-0.08680,5,32,0,0,0
1384,2760,5.0,2005,136,65.0,16,6.0,3.94,-0.26597,2,34,1,1,1
1385,1848,0.0,2006,490,44.0,16,6.0,4.8,0.44564,3,45,1,0,1
1386,658,1.0,2012,843,54.0,24,6.0,4.41,-0.23572,4,23,3,1,1
1387,1247,0.0,2009,571,57.0,6,1.0,4.43,0.40295,2,23,1,0,0
1388,2756,6.0,2014,398,46.0,1,1.0,4.3,0.45319,2,22,0,0,1
1389,2646,0.0,2008,780,59.0,4,6.0,4.74,0.57143,5,51,1,1,0
1390,1850,5.0,2014,293,44.0,9,6.0,4.42,0.21056,1,29,1,0,1
1391,2165,4.0,2020,4,26.0,6,6.0,3.49,-2.14443,5,11,1,4,1
1392,1875,3.0,2007,739,42.0,19,5.0,4.66,1.45696,3,34,0,0,0
1393,2089,1.0,2019,263,38.0,6,5.0,4.08,-0.19050,6,25,2,1,1
1394,2860,4.0,2020,252,26.0,1,6.0,4.29,-1.04987,2,26,3,0,1
1395,371,1.0,2006,173,44.0,8,6.0,4.51,0.86545,4,25,2,2,0
1396,1643,1.0,2014,463,38.0,18,6.0,4.48,1.10426,2,38,2,1,0
1397,314,6.0,2005,839,67.0,14,6.0,5.0,2.26971,1,76,1,0,0
1398,2517,3.0,2020,254,30.0,9,2.0,4.28,0.02611,3,23,2,1,1
1399,1716,5.0,2021,52,51.0,9,1.0,4.94,1.26558,0,40,2,1,0
1400,594,0.0,2012,794,66.0,4,6.0,3.96,-0.60603,3,22,2,1,1
1401,971,4.0,2005,189,44.0,2,6.0,4.35,-0.57458,2,15,1,0,1
1402,203,4.0,2020,120,25.0,3,1.0,4.17,-1.12880,7,14,2,2,1
1403,1931,0.0,2011,796,53.0,3,6.0,4.72,0.15951,3,33,1,0,0
1404,2256,1.0,2013,2,53.0,6,6.0,4.5,-0.58492,3,27,0,0,0
1405,1789,4.0,2007,657,59.0,23,6.0,4.65,0.61556,3,44,0,1,0
1406,1603,4.0,2020,300,39.0,12,3.0,4.82,0.62866,4,34,2,0,0
1407,2665,4.0,2010,351,29.0,9,6.0,4.42,0.02020,5,28,1,2,0
1408,439,6.0,2006,338,24.0,4,6.0,4.47,0.43907,2,36,2,1,0
1409,327,1.0,2022,769,48.0,4,6.0,4.03,-1.26477,5,10,0,1,1
1410,2020,5.0,2006,149,32.0,12,6.0,4.11,-1.22806,5,20,2,1,1
1411,2146,3.0,2014,527,22.0,2,6.0,4.43,0.23008,6,16,1,1,0
1412,388,1.0,2020,518,52.0,10,6.0,5.0,1.81098,1,57,1,0,0
1413,1042,1.0,2011,214,39.0,10,2.0,4.53,-0.97720,0,24,2,0,0
1414,2953,2.0,2018,266,47.0,8,1.0,4.56,0.11274,4,19,1,0,0
1415,1188,3.0,2007,848,49.0,21,1.0,4.04,0.47061,2,10,1,0,1
1416,282,4.0,2008,388,47.0,5,6.0,4.77,0.76891,1,29,2,0,0
1417,2247,5.0,2021,541,34.0,13,5.0,4.66,0.47512,2,17,2,0,0
1418,352,3.0,2022,499,31.0,4,0.0,4.65,-0.16803,2,28,0,0,1
1419,1356,5.0,2020,576,63.0,21,4.0,4.31,1.03074,4,45,0,0,0
1420,43,5.0,2013,833,41.0,17,6.0,4.36,0.27184,3,31,1,2,1
1421,2417,2.0,2011,54,53.0,3,6.0,4.19,-0.56147,3,31,1,3,1
1422,102,4.0,2015,397,66.0,2,6.0,4.2,-0.96417,2,17,2,0,1
1423,2672,3.0,2009,69,30.0,10,3.0,5.0,1.65786,0,41,0,1,0
1424,2935,2.0,2007,50,53.0,7,4.0,4.63,0.00025,3,30,0,0,0
1425,447,0.0,2020,110,58.0,21,6.0,4.91,1.00970,3,27,0,0,0
1426,2237,4.0,2010,322,53.0,21,2.0,4.86,1.46547,4,32,0,0,0
1427,1274,0.0,2009,577,22.0,2,6.0,4.74,1.60051,2,39,0,3,0
1428,135,3.0,2018,438,22.0,2,0.0,4.72,0.82672,4,39,2,0,0
1429,575,2.0,2013,834,44.0,20,3.0,4.05,-1.23113,5,14,0,0,1
1430,877,0.0,2012,845,48.0,16,6.0,4.3,-0.49977,2,25,2,0,1
1431,1482,3.0,2020,639,44.0,9,6.0,4.92,1.65599,1,47,0,0,0
1432,857,6.0,2015,588,23.0,3,6.0,3.85,-0.18343,4,20,1,2,1
1433,129,1.0,2008,389,26.0,0,6.0,4.5,0.33623,3,33,0,0,0
1434,748,2.0,2015,684,48.0,7,6.0,4.6,0.22993,2,15,0,1,0
1435,573,1.0,2006,255,62.0,5,6.0,4.81,0.40773,2,20,1,0,0
1436,2486,6.0,2019,76,44.0,11,6.0,4.62,0.07560,4,20,1,1,1
1437,2684,6.0,2014,303,39.0,12,6.0,4.24,-1.43005,4,13,0,1,1
1438,876,1.0,2016,814,65.0,4,6.0,4.74,-0.72913,2,33,1,1,0
1439,104,4.0,2012,448,44.0,1,6.0,3.68,-1.65806,3,11,0,2,1
1440,2294,4.0,2019,684,53.0,1,6.0,4.77,1.55327,1,34,0,0,0
1441,411,3.0,2011,117,34.0,2,5.0,4.07,-0.70024,3,14,3,1,1
1442,1972,5.0,2007,618,67.0,4,6.0,3.93,0.04407,3,17,1,0,1
1443,1179,2.0,2012,76,60.0,2,6.0,3.72,-1.78392,3,17,4,1,1
1444,1781,5.0,2017,401,64.0,14,2.0,4.3,-0.34004,2,27,0,0,0
1445,605,6.0,2006,516,58.0,19,6.0,4.4,0.99263,4,47,0,0,0
1446,2859,5.0,2008,519,64.0,7,6.0,4.44,-0.66750,3,34,4,1,1
1447,2789,2.0,2020,493,50.0,15,6.0,4.74,0.65739,5,47,2,0,0
1448,2363,1.0,2012,434,35.0,9,6.0,4.41,-0.37029,1,51,1,2,0
1449,1434,5.0,2022,376,32.0,12,6.0,3.73,-0.83586,6,22,3,2,1
1450,385,0.0,2015,483,63.0,4,6.0,4.79,1.25734,2,33,1,1,0
1451,1916,5.0,2008,834,36.0,5,1.0,4.44,-0.28895,2,29,1,2,1
1452,57,1.0,2013,594,24.0,4,6.0,4.31,-0.43950,4,7,0,0,1
1453,712,5.0,2022,629,52.0,4,6.0,4.48,-1.28588,4,24,1,1,1
1454,325,4.0,2006,658,44.0,4,6.0,4.31,-1.71665,1,19,1,0,1
1455,79,2.0,2007,213,36.0,5,6.0,4.47,0.00484,4,26,0,0,0
1456,541,6.0,2016,819,22.0,2,2.0,4.29,-0.14917,4,29,2,0,1
1457,356,2.0,2008,71,25.0,5,6.0,4.27,-0.97226,3,14,3,1,1
1458,360,4.0,2006,224,45.0,13,6.0,3.92,-1.15357,1,22,0,3,1
1459,1019,0.0,2021,794,39.0,2,5.0,4.07,-0.72532,0,17,0,0,1
1460,2610,6.0,2008,69,61.0,22,5.0,4.7,0.88664,4,37,1,0,0
1461,2946,0.0,2006,587,31.0,1,6.0,5.0,1.97187,2,42,0,0,0
1462,916,6.0,2017,223,56.0,1,2.0,4.51,-0.44767,0,40,2,1,0
1463,308,4.0,2017,647,67.0,10,6.0,4.32,0.02214,0,33,0,0,1
1464,1414,2.0,2010,99,21.0,1,6.0,4.19,-0.46481,1,19,0,0,1
1465,814,3.0,2014,88,47.0,1,5.0,3.92,-1.30066,7,13,1,0,1
1466,2777,6.0,2012,766,38.0,6,6.0,3.98,-0.64110,7,24,3,0,1
1467,1609,3.0,2018,312,44.0,2,5.0,4.59,-0.28930,1,19,1,1,0
1468,1406,2.0,2007,599,27.0,7,5.0,3.79,-1.64048,6,7,0,0,1
1469,1539,2.0,2008,328,55.0,16,6.0,4.75,0.52430,1,38,1,0,0
1470,883,4.0,2018,800,62.0,21,1.0,3.52,-1.89734,7,15,1,1,1
1471,699,4.0,2021,587,45.0,0,1.0,4.48,-0.22954,3,33,1,0,0
1472,1765,3.0,2006,404,52.0,8,6.0,4.57,-0.50373,1,23,2,0,1
1473,4,6.0,2017,671,65.0,9,6.0,4.2,-1.37169,2,20,0,0,1
1474,216,6.0,2019,420,54.0,11,6.0,4.29,-0.30268,2,10,0,0,0
1475,977,5.0,2019,475,29.0,9,2.0,5.0,1.23374,1,54,1,1,0
1476,99,5.0,2015,842,42.0,22,6.0,4.46,0.80837,2,38,1,1,0
1477,1581,5.0,2014,203,42.0,19,6.0,3.7,-0.59861,6,12,2,1,1
1478,1937,0.0,2007,631,66.0,4,6.0,4.55,0.73582,5,27,0,0,0
1479,2671,1.0,2006,368,51.0,21,6.0,5.0,0.80184,1,53,1,1,0
1480,1371,2.0,2020,19,44.0,19,2.0,4.5,1.07207,1,29,0,0,0
1481,2561,2.0,2011,595,27.0,5,5.0,4.64,0.01378,1,19,1,0,1
1482,2580,5.0,2010,678,57.0,9,2.0,3.96,-0.66253,2,13,3,0,1
1483,1192,3.0,2013,809,54.0,14,6.0,4.13,-0.68974,5,28,0,0,1
1484,1766,2.0,2006,607,50.0,14,1.0,4.48,-0.09458,3,22,0,0,0
1485,1958,4.0,2020,4,44.0,14,6.0,4.92,0.68395,3,21,0,0,0
1486,701,2.0,2008,70,44.0,15,6.0,4.34,0.45595,4,31,0,0,0
1487,456,5.0,2015,26,52.0,15,6.0,4.37,0.18222,4,35,3,1,1
1488,2365,2.0,2014,435,63.0,10,2.0,4.4,0.72614,4,33,1,0,0
1489,2216,2.0,2012,364,29.0,9,6.0,4.44,-0.68088,1,31,4,0,1
1490,522,3.0,2010,498,57.0,0,6.0,4.27,-0.09069,3,37,1,0,1
1491,1261,3.0,2013,24,48.0,8,3.0,4.25,0.03268,1,24,2,0,0
1492,1894,4.0,2005,255,53.0,18,5.0,4.15,-1.32146,2,21,2,1,1
1493,1038,3.0,2005,200,44.0,8,6.0,4.17,0.21741,8,31,3,1,1
1494,390,2.0,2010,746,26.0,6,6.0,3.65,-2.18739,3,8,2,1,1
1495,952,1.0,2006,698,44.0,6,4.0,4.63,1.27328,1,50,1,1,0
1496,412,2.0,2019,237,50.0,16,6.0,4.25,-1.07541,2,30,0,0,1
1497,1734,2.0,2019,791,52.0,14,1.0,4.81,1.12390,3,37,3,0,0
1498,1596,2.0,2007,798,46.0,15,6.0,4.58,1.30415,2,36,1,0,0
1499,1302,5.0,2015,129,44.0,2,6.0,4.1,-0.61000,3,15,1,0,1
1500,2548,0.0,2006,504,25.0,5,6.0,4.25,-1.57458,2,25,2,0,1
1501,1297,3.0,2016,399,34.0,14,6.0,4.47,-0.24521,3,27,2,1,1
1502,1515,3.0,2014,128,61.0,7,6.0,4.51,0.42714,1,27,0,0,1
1503,1269,3.0,2010,593,52.0,18,2.0,4.82,0.00531,2,33,0,1,0
1504,2325,5.0,2011,113,64.0,7,6.0,4.82,0.44319,5,31,0,0,0
1505,1973,1.0,2005,468,32.0,9,5.0,4.51,0.91942,4,39,1,0,0
1506,1991,6.0,2014,739,38.0,11,6.0,4.26,0.84216,4,41,4,0,1
1507,1022,0.0,2020,736,65.0,12,4.0,4.03,-0.58449,2,19,1,0,1
1508,502,3.0,2020,567,54.0,19,5.0,4.67,1.18825,4,34,2,1,0
1509,2830,6.0,2006,793,64.0,13,6.0,4.19,-1.03797,2,23,2,0,1
1510,759,4.0,2016,253,39.0,13,5.0,4.68,0.51345,3,27,0,0,0
1511,2208,4.0,2013,859,44.0,10,5.0,4.88,1.35917,4,39,0,0,0
1512,429,1.0,2010,845,45.0,22,0.0,4.29,-0.64441,4,13,1,0,1
1513,1546,5.0,2005,794,58.0,16,6.0,4.61,0.34824,3,27,1,1,0
1514,1318,5.0,2008,713,23.0,3,0.0,4.36,-0.77641,6,36,1,1,0
1515,1137,3.0,2009,23,37.0,5,6.0,4.57,0.89838,3,22,0,0,0
1516,74,1.0,2014,470,38.0,18,6.0,4.56,-0.06383,2,41,1,0,0
1517,26,5.0,2010,645,26.0,5,1.0,3.96,-2.44028,3,9,2,0,1
1518,1345,6.0,2013,602,33.0,0,3.0,5.0,1.20049,2,35,0,0,0
1519,2481,6.0,2019,298,24.0,4,6.0,3.84,-0.35451,8,32,0,0,1
1520,1127,5.0,2013,356,60.0,0,5.0,5.0,0.30820,2,35,0,0,0
1521,1140,1.0,2011,747,46.0,3,6.0,4.38,-0.09699,3,17,0,1,1
1522,506,2.0,2018,504,47.0,19,3.0,4.48,1.36761,5,23,1,0,0
1523,1395,2.0,2015,660,50.0,20,2.0,4.2,-0.54300,3,20,1,1,1
1524,2329,1.0,2017,90,23.0,3,6.0,4.34,0.44595,2,28,1,0,1
1525,2452,4.0,2017,750,67.0,8,6.0,4.1,-0.72447,4,15,1,0,1
1526,2733,5.0,2020,341,39.0,6,6.0,4.05,-1.20450,1,28,2,0,1
1527,1719,0.0,2009,78,43.0,0,6.0,4.05,-1.36827,3,25,2,0,1
1528,2669,5.0,2015,685,48.0,22,5.0,4.99,2.15924,0,56,0,0,0
1529,1121,1.0,2022,602,53.0,18,5.0,3.58,-1.34988,3,15,1,0,1
1530,1666,0.0,2009,510,52.0,9,6.0,4.5,-0.02230,5,35,0,1,1
1531,587,5.0,2007,199,56.0,1,0.0,4.28,-0.04975,4,21,2,0,1
1532,1721,5.0,2019,440,44.0,0,6.0,4.24,-0.03264,0,29,0,1,0
1533,612,4.0,2021,307,27.0,5,2.0,4.7,0.96052,4,35,0,0,0
1534,1139,0.0,2015,682,52.0,8,6.0,5.0,1.37970,1,30,0,0,0
1535,426,0.0,2013,117,21.0,1,6.0,3.77,-0.78213,2,12,3,1,1
1536,649,2.0,2022,294,47.0,12,6.0,4.3,-1.18720,4,22,2,0,1
1537,2029,0.0,2018,531,32.0,12,6.0,4.34,-0.03941,2,40,2,0,1
1538,2448,3.0,2005,246,44.0,17,6.0,3.66,-0.83508,3,18,4,1,1
1539,1943,5.0,2020,517,30.0,10,4.0,4.95,1.34047,4,43,1,2,0
1540,1409,6.0,2015,863,44.0,13,6.0,4.61,0.80631,4,18,2,1,1
1541,566,4.0,2009,729,29.0,9,1.0,4.2,-0.52368,7,13,1,0,1
1542,1682,1.0,2014,637,31.0,11,6.0,4.37,-0.77517,2,13,2,1,1
1543,886,3.0,2010,30,42.0,22,5.0,4.37,-0.43277,4,11,1,0,1
1544,2898,6.0,2007,196,59.0,8,5.0,4.22,-0.61404,3,14,1,0,1
1545,2456,1.0,2008,76,40.0,6,6.0,4.59,-0.38658,2,24,2,0,1
1546,2667,0.0,2016,431,34.0,7,6.0,4.5,0.08684,5,49,4,1,1
1547,2582,3.0,2018,838,63.0,24,6.0,4.46,0.20870,3,40,2,0,0
1548,1901,3.0,2015,364,54.0,10,4.0,4.03,-0.39032,2,18,3,0,1
1549,630,6.0,2008,418,55.0,0,2.0,4.2,-0.71805,3,28,0,0,1
1550,2847,0.0,2016,704,30.0,10,5.0,4.56,0.49502,0,26,1,0,0
1551,2221,1.0,2005,465,44.0,8,2.0,4.07,-0.59203,5,27,2,0,1
1552,501,0.0,2014,366,23.0,3,6.0,4.13,0.10904,5,21,2,1,1
1553,2559,1.0,2017,28,43.0,9,1.0,4.57,0.57034,2,26,2,0,1
1554,1831,5.0,2011,64,22.0,2,6.0,5.0,1.87984,2,57,1,0,0
1555,409,2.0,2021,556,41.0,14,5.0,4.73,-0.03707,1,35,0,0,0
1556,1344,1.0,2009,583,54.0,22,6.0,5.0,1.03622,2,51,0,0,0
1557,165,6.0,2018,470,37.0,17,6.0,4.05,0.31939,2,19,0,0,1
1558,2463,2.0,2013,536,54.0,20,1.0,4.64,0.67796,2,49,1,0,0
1559,244,0.0,2014,754,45.0,17,1.0,4.15,-1.54713,7,15,4,2,1
1560,2827,6.0,2017,399,44.0,17,6.0,4.61,0.51334,3,34,0,0,0
1561,2796,2.0,2015,866,24.0,4,0.0,3.98,-2.67559,5,18,2,2,1
1562,1523,6.0,2008,408,56.0,23,5.0,5.0,2.10831,1,35,0,0,0
1563,379,5.0,2016,554,27.0,6,6.0,4.76,1.24470,0,69,1,0,0
1564,1088,4.0,2019,224,30.0,3,6.0,4.31,0.30676,2,28,1,0,0
1565,1764,0.0,2019,437,22.0,2,2.0,4.59,-0.82303,2,21,0,1,0
1566,2555,5.0,2013,883,34.0,2,2.0,4.07,0.21877,4,43,2,4,1
1567,295,2.0,2016,364,26.0,6,6.0,4.25,-0.43347,1,15,0,0,1
1568,1897,5.0,2022,64,50.0,3,2.0,3.81,-1.06258,9,17,0,0,1
1569,1870,4.0,2014,288,60.0,21,2.0,4.93,0.11678,1,45,0,0,0
1570,2155,1.0,2020,659,56.0,18,6.0,5.0,1.44794,1,59,1,1,0
1571,1877,4.0,2006,8,52.0,24,6.0,4.71,-0.39296,3,27,2,0,0
1572,2131,1.0,2006,306,41.0,5,2.0,4.33,-1.43927,2,23,2,0,1
1573,316,4.0,2018,597,54.0,16,2.0,3.98,-0.95694,6,22,0,0,1
1574,529,5.0,2012,19,60.0,8,5.0,4.44,1.19143,2,30,1,0,0
1575,2928,4.0,2008,247,59.0,5,6.0,4.35,0.44109,4,12,1,1,1
1576,1178,0.0,2007,433,32.0,12,6.0,3.84,-1.65576,8,11,1,2,1
1577,190,0.0,2022,684,54.0,8,6.0,4.49,-0.10302,2,37,0,0,0
1578,28,6.0,2009,319,54.0,11,0.0,4.39,1.13762,0,16,3,0,0
1579,2754,0.0,2005,201,31.0,3,6.0,4.58,0.55906,4,33,2,0,0
1580,275,5.0,2009,709,36.0,16,6.0,4.49,-0.63702,2,30,0,1,1
1581,2112,2.0,2006,295,44.0,7,6.0,4.46,0.59301,1,27,0,1,0
1582,1075,0.0,2020,374,28.0,8,0.0,4.05,-0.92914,5,14,2,1,1
1583,2404,3.0,2009,485,35.0,15,6.0,4.11,-0.76424,2,12,3,0,1
1584,2574,3.0,2016,125,28.0,2,6.0,4.14,-0.76992,3,22,0,1,1
1585,1832,3.0,2020,635,67.0,7,4.0,4.32,-1.14315,5,38,2,1,1
1586,1904,3.0,2018,886,44.0,12,6.0,4.47,-0.49681,4,31,1,0,1
1587,2640,3.0,2011,606,57.0,14,6.0,4.81,1.37084,0,49,0,0,0
1588,1335,6.0,2008,805,47.0,6,5.0,4.6,-0.10590,2,30,1,0,0
1589,2163,1.0,2014,721,60.0,5,6.0,5.0,1.06161,1,47,0,1,0
1590,2213,4.0,2014,251,44.0,1,6.0,4.39,0.94858,2,40,1,0,0
1591,586,5.0,2013,551,30.0,10,2.0,4.58,0.19804,3,33,2,0,0
1592,838,5.0,2009,404,23.0,3,6.0,4.6,0.62780,0,28,2,1,0
